dateOfLoss,baseFloodElevation,lowestFloorElevation,causeOfDamage,floodRisk,precipitation
8/27/2017,127.5,129,0,1,11.12
8/27/2017,76,77.8,0,1,11.12
8/27/2017,125.8,128.1,0,1,11.12
8/27/2017,201,202,0,1,11.12
8/27/2017,109.4,109.9,0,1,11.12
8/27/2017,78,79.5,0,1,11.12
8/27/2017,113,114.2,0,1,11.12
8/27/2017,57.1,59,0,1,11.12
8/27/2017,85,85.3,0,1,11.12
8/27/2017,17,10.3,0,1,11.12
8/27/2017,79,81,0,1,11.12
8/27/2017,78,79.3,0,1,11.12
8/27/2017,67.5,66.9,0,1,11.12
8/27/2017,82.3,82.5,0,1,11.12
8/27/2017,121.3,121.9,0,1,11.12
8/27/2017,105.5,105.2,0,1,11.12
8/27/2017,146,147.6,0,1,11.12
8/27/2017,105.5,105.6,0,1,11.12
8/27/2017,114.6,115.2,0,1,11.12
8/27/2017,120,121.5,0,1,11.12
8/27/2017,78,78.6,0,1,11.12
8/27/2017,121,121.8,4,1,11.12
8/27/2017,61.6,62.1,0,1,11.12
8/27/2017,78,80.1,0,1,11.12
8/27/2017,32,37.2,0,1,11.12
8/27/2017,81.5,82.3,0,1,11.12
8/27/2017,112.7,114.2,0,1,11.12
8/27/2017,2,1.1,0,1,11.12
8/27/2017,58,57.8,0,1,11.12
8/27/2017,78.4,79.4,0,1,11.12
8/27/2017,140,141.7,0,1,11.12
8/27/2017,131,137.8,0,1,11.12
8/27/2017,34,37.1,0,1,11.12
8/27/2017,101.1,101.5,0,1,11.12
8/27/2017,49.3,52.4,0,1,11.12
8/27/2017,121.5,122.5,0,1,11.12
8/27/2017,105.7,106,0,1,11.12
8/27/2017,17,21.4,0,1,11.12
8/27/2017,68.5,70.9,0,1,11.12
8/27/2017,112.9,115.5,0,1,11.12
8/27/2017,69,70.6,0,1,11.12
8/27/2017,122.5,123.1,0,1,11.12
8/27/2017,105.5,107,0,1,11.12
8/27/2017,122,124.5,0,1,11.12
8/27/2017,92,93.3,0,1,11.12
8/27/2017,94,93.4,0,1,11.12
8/27/2017,84.4,86.8,0,1,11.12
8/27/2017,112.7,113.3,0,1,11.12
8/27/2017,134,137.3,0,1,11.12
8/27/2017,105.5,106.7,0,1,11.12
8/27/2017,78,78.2,0,1,11.12
8/27/2017,94,95.9,0,1,11.12
8/27/2017,37,38.6,0,1,11.12
8/27/2017,112.1,113.1,0,1,11.12
8/27/2017,78,78.1,0,1,11.12
8/27/2017,105.6,105.2,0,1,11.12
8/27/2017,50,0,0,1,11.12
8/27/2017,33,33,0,1,11.12
8/27/2017,114.6,115.8,0,1,11.12
8/27/2017,105,106,4,1,11.12
8/27/2017,121,121.7,2,1,11.12
8/27/2017,60.7,60.2,2,1,11.12
8/27/2017,78,78.1,4,1,11.12
8/27/2017,123,124.8,2,1,11.12
8/27/2017,106,106.7,2,1,11.12
8/27/2017,68,70.8,4,1,11.12
8/27/2017,31.3,31.8,2,1,11.12
8/27/2017,160,161.8,4,1,11.12
8/27/2017,1,1,2,1,11.12
8/27/2017,143.2,145.6,4,1,11.12
8/27/2017,51.4,46.1,4,1,11.12
8/27/2017,115,114.8,4,1,11.12
8/27/2017,133,137,2,1,11.12
8/27/2017,56,61.5,2,1,11.12
8/27/2017,78,80.3,2,1,11.12
8/27/2017,,9.9,1,1,11.12
8/27/2017,17,8.9,0,1,11.12
8/27/2017,85,86.3,4,1,11.12
8/27/2017,122.5,122.5,0,1,11.12
8/27/2017,66,66.9,2,1,11.12
8/27/2017,105,106.5,2,1,11.12
8/27/2017,1,1,4,1,11.12
8/27/2017,17,11.7,1,1,11.12
8/27/2017,51.5,55.1,2,1,11.12
8/27/2017,102,102.6,2,1,11.12
8/27/2017,52,56.6,4,1,11.12
8/27/2017,85,85.4,2,1,11.12
8/27/2017,80,84.2,,1,11.12
8/27/2017,60.6,61.5,,1,11.12
8/27/2017,122.2,123.7,2,1,11.12
8/27/2017,111.4,112.7,2,1,11.12
8/27/2017,61,62.2,4,1,11.12
8/27/2017,15,17.6,2,1,11.12
8/27/2017,94,96.6,2,1,11.12
8/27/2017,105.4,105.7,2,1,11.12
8/27/2017,116,116.6,4,1,11.12
8/27/2017,1,0.3,4,1,11.12
8/27/2017,94,94.6,2,1,11.12
8/27/2017,85,86.9,4,1,11.12
8/27/2017,104,107.4,4,1,11.12
8/27/2017,132.7,134.1,4,1,11.12
8/27/2017,165,162.9,2,1,11.12
8/27/2017,88,88.1,1,1,11.12
8/27/2017,122,121.7,4,1,11.12
8/27/2017,16,24.9,2,1,11.12
8/27/2017,122,121.7,4,1,11.12
8/27/2017,94,94.1,2,1,11.12
8/27/2017,134,136.6,4,1,11.12
8/27/2017,17,21.9,2,1,11.12
8/27/2017,107.5,109.1,2,1,11.12
8/27/2017,75,75.9,2,1,11.12
8/27/2017,1,1.7,4,1,11.12
8/27/2017,60.7,59.6,4,1,11.12
8/27/2017,32,32.8,2,1,11.12
8/27/2017,33,33.4,4,1,11.12
8/27/2017,84,86.8,2,1,11.12
8/27/2017,117,119.1,4,1,11.12
8/27/2017,170.1,171.8,2,1,11.12
8/27/2017,105,105.7,2,1,11.12
8/27/2017,76,77,4,1,11.12
8/27/2017,107,107.7,2,1,11.12
8/27/2017,121.6,123.5,4,1,11.12
8/27/2017,78,79.4,0,1,11.12
8/27/2017,49,52.3,2,1,11.12
8/27/2017,21,21.9,4,1,11.12
8/27/2017,123,1,2,1,11.12
8/27/2017,50,51.3,2,1,11.12
8/27/2017,122,121.7,2,1,11.12
8/27/2017,50,52.7,2,1,11.12
8/27/2017,50,53.6,2,1,11.12
8/27/2017,49,50.2,2,1,11.12
8/27/2017,121.7,123.3,4,1,11.12
8/27/2017,106,107.4,0,1,11.12
8/27/2017,78,78.6,4,1,11.12
8/27/2017,3.5,5,4,1,11.12
8/27/2017,114,114.6,4,1,11.12
8/27/2017,159.6,159.6,2,1,11.12
8/27/2017,50,51.1,2,1,11.12
8/27/2017,51,56.1,2,1,11.12
8/27/2017,112.9,113.2,2,1,11.12
8/27/2017,34,37.5,2,1,11.12
8/27/2017,50,53.5,4,1,11.12
8/27/2017,60,62.4,4,1,11.12
8/27/2017,131,132.6,4,1,11.12
8/27/2017,17,25.2,2,1,11.12
8/27/2017,105.8,106.5,2,1,11.12
8/27/2017,50,51.7,4,1,11.12
8/27/2017,66,67.7,4,1,11.12
8/27/2017,69,70.5,2,1,11.12
8/27/2017,56.6,59.3,4,1,11.12
8/27/2017,1,2.5,4,1,11.12
8/27/2017,50,55.2,2,1,11.12
8/27/2017,105.5,106.4,2,1,11.12
8/27/2017,121.7,125,2,1,11.12
8/27/2017,54,56.3,0,1,11.12
8/27/2017,52.6,53,,1,11.12
8/27/2017,52,53.2,4,1,11.12
8/27/2017,52,53.7,2,1,11.12
8/27/2017,52.1,52.3,4,1,11.12
8/27/2017,52,56.2,2,1,11.12
8/27/2017,54,55.8,2,1,11.12
8/27/2017,52.7,54.2,4,1,11.12
8/27/2017,54,54.3,4,1,11.12
8/27/2017,52,48.4,4,1,11.12
8/27/2017,52,52.4,4,1,11.12
8/27/2017,54,54.3,4,1,11.12
8/27/2017,52.8,53.1,4,1,11.12
8/27/2017,52,54.2,0,1,11.12
8/27/2017,52.5,53.8,4,1,11.12
8/27/2017,53.4,53,2,1,11.12
8/27/2017,53,54.7,4,1,11.12
8/27/2017,54,56.3,4,1,11.12
8/27/2017,52.4,54.1,2,1,11.12
8/27/2017,53,54.6,4,1,11.12
8/27/2017,52.3,53.7,4,1,11.12
8/27/2017,51.9,52.8,4,1,11.12
8/27/2017,54,53.3,2,1,11.12
8/27/2017,53.6,52.8,4,1,11.12
8/27/2017,54,52.9,4,1,11.12
8/27/2017,52.3,53.6,2,1,11.12
8/27/2017,52.8,55.2,,1,11.12
8/27/2017,51.6,53.2,2,1,11.12
8/27/2017,52.3,52.2,2,1,11.12
8/27/2017,52,56.3,4,1,11.12
8/27/2017,52,49.6,4,1,11.12
8/27/2017,51.1,52.6,4,1,11.12
8/27/2017,54,55.7,4,1,11.12
8/27/2017,52.8,53.5,4,1,11.12
8/27/2017,52,53.3,4,1,11.12
8/27/2017,52,57.3,2,1,11.12
8/27/2017,54,53.6,2,1,11.12
8/27/2017,52.6,53.1,4,1,11.12
8/27/2017,53,56.1,4,1,11.12
8/27/2017,53.5,55.1,2,1,11.12
8/27/2017,54,53.6,4,1,11.12
8/27/2017,,56.4,4,1,11.12
8/27/2017,53,54.4,4,1,11.12
8/27/2017,52,53,2,1,11.12
8/27/2017,54,53.5,2,1,11.12
8/27/2017,52.5,52.9,2,1,11.12
8/27/2017,53,54.2,4,1,11.12
8/27/2017,53,52.8,4,1,11.12
8/27/2017,52,52.5,2,1,11.12
8/27/2017,51.5,55.1,4,1,11.12
8/27/2017,52,54.9,2,1,11.12
8/27/2017,56,57.5,4,1,11.12
8/27/2017,51.3,52.8,2,1,11.12
8/27/2017,52,54.5,4,1,11.12
8/27/2017,52.5,53.1,1,1,11.12
8/27/2017,52,55.8,2,1,11.12
8/27/2017,9990,9991,2,1,11.12
8/27/2017,54,53.5,4,1,11.12
8/27/2017,52,54.2,2,1,11.12
8/27/2017,52,54,4,1,11.12
8/27/2017,53,53,4,1,11.12
8/27/2017,9990,9992,4,1,11.12
8/27/2017,52.1,53.3,2,1,11.12
8/27/2017,52,53.9,2,1,11.12
8/27/2017,52.6,62.3,4,1,11.12
8/27/2017,53,54.2,4,1,11.12
8/27/2017,55,57.9,4,1,11.12
8/27/2017,52.8,52.4,2,1,11.12
8/27/2017,55,57,4,1,11.12
8/27/2017,52.8,52.4,2,1,11.12
8/27/2017,54,55.1,2,1,11.12
8/27/2017,52,52.9,,1,11.12
8/27/2017,52.2,54.2,2,1,11.12
8/27/2017,52.8,53.3,4,1,11.12
8/27/2017,54,53.7,4,1,11.12
8/27/2017,54.5,55.8,4,1,11.12
8/27/2017,54,54.3,4,1,11.12
8/27/2017,53,55.4,4,1,11.12
8/27/2017,52.1,54.2,2,1,11.12
8/27/2017,51.4,52.4,4,1,11.12
8/27/2017,51.2,54.2,4,1,11.12
8/27/2017,52,52.6,4,1,11.12
8/27/2017,54,54,2,1,11.12
8/27/2017,53.5,53.8,0,1,11.12
8/27/2017,52.9,55.2,4,1,11.12
8/27/2017,52,53.7,4,1,11.12
8/27/2017,53,54.3,4,1,11.12
8/27/2017,53,54.2,4,1,11.12
8/27/2017,52.2,53.3,4,1,11.12
8/27/2017,51.4,52.1,2,1,11.12
8/27/2017,52.9,54.3,4,1,11.12
8/27/2017,52,54.5,2,1,11.12
8/27/2017,52.1,52.9,4,1,11.12
8/27/2017,54,53.4,0,1,11.12
8/27/2017,51,51.6,4,1,11.12
8/27/2017,52.3,53.7,0,1,11.12
8/27/2017,52.1,53.1,0,1,11.12
8/27/2017,54.6,53.4,0,1,11.12
8/27/2017,54,53.9,0,1,11.12
8/27/2017,54,56.5,0,1,11.12
8/27/2017,55,54.3,0,1,11.12
8/27/2017,55,55.8,0,1,11.12
8/27/2017,52,53.8,0,1,11.12
8/27/2017,52.7,53.5,0,1,11.12
8/27/2017,54,55.2,0,1,11.12
8/27/2017,54,55.5,0,1,11.12
8/27/2017,,0,2,1,11.12
8/27/2017,52,53.7,4,1,11.12
8/27/2017,52.7,53.4,2,1,11.12
8/27/2017,54,53.7,2,1,11.12
8/27/2017,52,51,4,1,11.12
8/27/2017,53,53.1,4,1,11.12
8/27/2017,52.5,53.8,4,1,11.12
8/27/2017,53,55.1,4,1,11.12
8/27/2017,55,54.5,0,1,11.12
8/27/2017,9990,9990,4,1,11.12
8/27/2017,30,29.7,0,1,11.12
8/27/2017,29.3,28.1,0,1,11.12
8/27/2017,3.5,5.8,4,1,11.12
8/27/2017,46.5,47.6,2,1,11.12
8/27/2017,51,53.3,2,1,11.12
8/27/2017,80,82.8,,1,11.12
8/27/2017,45,48,0,1,11.12
8/27/2017,53,56.5,2,1,11.12
8/27/2017,80,81.9,4,1,11.12
8/27/2017,57,58.9,4,1,11.12
8/27/2017,48.8,50.2,2,1,11.12
8/27/2017,49,52.6,2,1,11.12
8/27/2017,59,62.7,4,1,11.12
8/27/2017,109.2,109.9,4,1,11.12
8/27/2017,57,58.7,4,1,11.12
8/27/2017,80,81.4,4,1,11.12
8/27/2017,50,51.4,4,1,11.12
8/27/2017,76,77.2,4,1,11.12
8/27/2017,76,77.1,4,1,11.12
8/27/2017,76,77.1,4,1,11.12
8/27/2017,61,62,1,1,11.12
8/27/2017,75,76.6,4,1,11.12
8/27/2017,53.5,54.5,4,1,11.12
8/27/2017,78.1,77,2,1,11.12
8/27/2017,34,36.8,2,1,11.12
8/27/2017,76,78.7,2,1,11.12
8/27/2017,51.5,53.8,2,1,11.12
8/27/2017,28.4,29.3,2,1,11.12
8/27/2017,28.4,29.4,2,1,11.12
8/27/2017,28.4,30,2,1,11.12
8/27/2017,50,51.6,2,1,11.12
8/27/2017,49,50.6,4,1,11.12
8/27/2017,75,76.1,2,1,11.12
8/27/2017,58.2,58.7,2,1,11.12
8/27/2017,51,54.5,2,1,11.12
8/27/2017,53,55.8,4,1,11.12
8/27/2017,54,59.3,4,1,11.12
8/27/2017,59,58,2,1,11.12
8/27/2017,56.6,55.8,2,1,11.12
8/27/2017,73,73.4,0,1,11.12
8/27/2017,53,56.4,4,1,11.12
8/27/2017,56.3,58.6,4,1,11.12
8/27/2017,37,38.4,2,1,11.12
8/27/2017,35.5,44.5,2,1,11.12
8/27/2017,55.3,56.1,4,1,11.12
8/27/2017,68,74.9,,1,11.12
8/27/2017,79,81.3,4,1,11.12
8/27/2017,108,108,4,1,11.12
8/27/2017,51,53.7,2,1,11.12
8/27/2017,64.6,66.7,1,1,11.12
8/27/2017,19,21.9,2,1,11.12
8/27/2017,19,22.9,2,1,11.12
8/27/2017,20,18.4,2,1,11.12
8/27/2017,53,54.3,4,1,11.12
8/27/2017,57,59.2,4,1,11.12
8/27/2017,55,57.1,2,1,11.12
8/27/2017,52.6,56.5,4,1,11.12
8/27/2017,32,32.4,2,1,11.12
8/27/2017,109.1,109.4,0,1,11.12
8/27/2017,77.3,80.4,,1,11.12
8/27/2017,65.7,65.5,4,1,11.12
8/27/2017,50.4,54.2,4,1,11.12
8/27/2017,67,67.8,2,1,11.12
8/27/2017,66.4,65.5,2,1,11.12
8/27/2017,56,57.1,4,1,11.12
8/27/2017,49.5,52.1,4,1,11.12
8/27/2017,59,59,0,1,11.12
8/27/2017,73.3,71.1,4,1,11.12
8/27/2017,30,29.7,4,1,11.12
8/27/2017,58.9,62.2,2,1,11.12
8/27/2017,71.9,78.4,4,1,11.12
8/27/2017,55,58.7,0,1,11.12
8/27/2017,57,58.5,4,1,11.12
8/27/2017,34.5,35,,1,11.12
8/27/2017,58,59.8,2,1,11.12
8/27/2017,55.1,64.4,4,1,11.12
8/27/2017,117.4,1,4,1,11.12
8/27/2017,117,1,4,1,11.12
8/27/2017,72,72.4,4,1,11.12
8/27/2017,49,50.6,4,1,11.12
8/27/2017,59,66.2,2,1,11.12
8/27/2017,50,50.4,4,1,11.12
8/27/2017,57.2,58.8,2,1,11.12
8/27/2017,55,61,2,1,11.12
8/27/2017,45,42.8,4,1,11.12
8/27/2017,0,81,1,1,11.12
8/27/2017,81,78.6,4,1,11.12
8/27/2017,58,54.4,4,1,11.12
8/27/2017,109,109.9,4,1,11.12
8/27/2017,107.8,108.3,4,1,11.12
8/27/2017,78,76.5,4,1,11.12
8/27/2017,52,53.4,2,1,11.12
8/27/2017,56,60,2,1,11.12
8/27/2017,30.9,31.5,4,1,11.12
8/27/2017,0,0,2,1,11.12
8/27/2017,50,54.4,2,1,11.12
8/27/2017,53,56.6,4,1,11.12
8/27/2017,39,39.3,4,1,11.12
8/27/2017,49,47,4,1,11.12
8/27/2017,51.9,56.1,4,1,11.12
8/27/2017,49,50.5,2,1,11.12
8/27/2017,48,49.2,,1,11.12
8/27/2017,79,81.3,4,1,11.12
8/27/2017,59,61.4,2,1,11.12
8/27/2017,60,61.7,2,1,11.12
8/27/2017,57,57.9,0,1,11.12
8/27/2017,48.2,51,0,1,11.12
8/27/2017,119,122.4,2,1,11.12
8/27/2017,54,56,4,1,11.12
8/27/2017,57.2,58.7,4,1,11.12
8/27/2017,59.5,63,4,1,11.12
8/27/2017,67,69.3,4,1,11.12
8/27/2017,110.1,110.5,4,1,11.12
8/27/2017,68,64.8,4,1,11.12
8/27/2017,57.2,58.5,4,1,11.12
8/27/2017,50.3,51.9,4,1,11.12
8/27/2017,56.8,58,4,1,11.12
8/27/2017,52,53.3,4,1,11.12
8/27/2017,51.5,53.1,4,1,11.12
8/27/2017,49,53.3,4,1,11.12
8/27/2017,55.9,58.5,4,1,11.12
8/27/2017,76,76.5,4,1,11.12
8/27/2017,78.8,79.3,4,1,11.12
8/27/2017,38,46,4,1,11.12
8/27/2017,58,61.4,2,1,11.12
8/27/2017,53.2,53,0,1,11.12
8/27/2017,80,80,4,1,11.12
8/27/2017,54,51.7,4,1,11.12
8/27/2017,55.5,58.1,4,1,11.12
8/27/2017,55.6,57.9,4,1,11.12
8/27/2017,55.7,54.2,4,1,11.12
8/27/2017,49.4,50.9,4,1,11.12
8/27/2017,66,66,4,1,11.12
8/27/2017,85,86.9,4,1,11.12
8/27/2017,55,55.1,4,1,11.12
8/27/2017,59,58.5,4,1,11.12
8/27/2017,38,39.4,4,1,11.12
8/27/2017,78.3,78.5,4,1,11.12
8/27/2017,61.1,62.2,4,1,11.12
8/27/2017,50,53.4,4,1,11.12
8/27/2017,80,77.7,4,1,11.12
8/27/2017,50,54,4,1,11.12
8/27/2017,55,57.1,4,1,11.12
8/27/2017,72,70.9,1,1,11.12
8/27/2017,71,73.6,1,1,11.12
8/27/2017,58.6,59.5,4,1,11.12
8/27/2017,19,20.8,4,1,11.12
8/27/2017,57,58.6,4,1,11.12
8/27/2017,57.2,56.1,4,1,11.12
8/27/2017,49.3,50.5,4,1,11.12
8/27/2017,62,60.1,4,1,11.12
8/27/2017,73.5,72.6,1,1,11.12
8/27/2017,33,33.8,4,1,11.12
8/27/2017,65.5,66.6,4,1,11.12
8/27/2017,64.3,64.8,4,1,11.12
8/27/2017,33,33.2,2,1,11.12
8/27/2017,42,42.4,4,1,11.12
8/27/2017,50,51.6,4,1,11.12
8/27/2017,78,79.9,0,1,11.12
8/27/2017,66,68.2,4,1,11.12
8/27/2017,55,53.6,4,1,11.12
8/27/2017,55,57,4,1,11.12
8/27/2017,80,81.9,4,1,11.12
8/27/2017,53,56.1,4,1,11.12
8/27/2017,50,51.2,4,1,11.12
8/27/2017,15.5,9.4,2,1,11.12
8/27/2017,57.8,59,4,1,11.12
8/27/2017,54,56.1,2,1,11.12
8/27/2017,55,56.2,4,1,11.12
8/27/2017,98,99.2,4,1,11.12
8/27/2017,57.2,59.4,4,1,11.12
8/27/2017,55,53.2,2,1,11.12
8/27/2017,60,62.5,2,1,11.12
8/27/2017,50.8,50.8,2,1,11.12
8/27/2017,49.5,54,,1,11.12
8/27/2017,16.6,16.6,2,1,11.12
8/27/2017,40,39.5,0,1,11.12
8/27/2017,59,62.7,2,1,11.12
8/27/2017,72.5,73.1,4,1,11.12
8/27/2017,110,109.6,4,1,11.12
8/27/2017,43,45,0,1,11.12
8/27/2017,60,60.6,4,1,11.12
8/27/2017,33,33.8,2,1,11.12
8/27/2017,55,53.5,4,1,11.12
8/27/2017,71,73.1,2,1,11.12
8/27/2017,55,54,4,1,11.12
8/27/2017,70,72.2,2,1,11.12
8/27/2017,53,54.3,2,1,11.12
8/27/2017,55.2,57.5,4,1,11.12
8/27/2017,55.3,58.3,0,1,11.12
8/27/2017,53,53.9,0,1,11.12
8/27/2017,64,67,4,1,11.12
8/27/2017,79,83.8,4,1,11.12
8/27/2017,57.5,56.5,0,1,11.12
8/27/2017,55,58.4,4,1,11.12
8/27/2017,55,55.6,2,1,11.12
8/27/2017,55,58.2,0,1,11.12
8/27/2017,69.8,70.1,4,1,11.12
8/27/2017,49,49.6,2,1,11.12
8/27/2017,48.8,35.4,2,1,11.12
8/27/2017,82,79,4,1,11.12
8/27/2017,73.5,74.1,2,1,11.12
8/27/2017,56,56.7,2,1,11.12
8/27/2017,59,57.4,4,1,11.12
8/27/2017,66,65.8,0,1,11.12
8/27/2017,56.6,56.1,4,1,11.12
8/27/2017,58.9,59.5,2,1,11.12
8/27/2017,37.5,41.1,2,1,11.12
8/27/2017,77.9,78.4,,1,11.12
8/27/2017,108,107.7,2,1,11.12
8/27/2017,84.9,87,2,1,11.12
8/27/2017,70,70.6,2,1,11.12
8/27/2017,56.4,58,4,1,11.12
8/27/2017,63,69.1,4,1,11.12
8/27/2017,49,51,2,1,11.12
8/27/2017,78,78.6,4,1,11.12
8/27/2017,52,54.7,2,1,11.12
8/27/2017,53,55.1,2,1,11.12
8/27/2017,60,62.3,2,1,11.12
8/27/2017,52.8,56,2,1,11.12
8/27/2017,69.4,77.4,2,1,11.12
8/27/2017,65,66.6,4,1,11.12
8/27/2017,64.5,62,4,1,11.12
8/27/2017,48,48.6,2,1,11.12
8/27/2017,47,47.1,4,1,11.12
8/27/2017,48,48.7,2,1,11.12
8/27/2017,57.5,60.3,2,1,11.12
8/27/2017,55.2,56.7,4,1,11.12
8/27/2017,54,53.8,2,1,11.12
8/27/2017,15,18.6,2,1,11.12
8/27/2017,50.8,51.1,4,1,11.12
8/27/2017,49.4,49.8,2,1,11.12
8/27/2017,49.7,48.8,2,1,11.12
8/27/2017,49,54.2,2,1,11.12
8/27/2017,51,53.2,2,1,11.12
8/27/2017,25,28.5,2,1,11.12
8/27/2017,57.4,58.6,4,1,11.12
8/27/2017,75,83.9,4,1,11.12
8/27/2017,53,53.9,2,1,11.12
8/27/2017,56.2,59.1,4,1,11.12
8/27/2017,51,52.4,2,1,11.12
8/27/2017,59,59,4,1,11.12
8/27/2017,55.5,55.9,2,1,11.12
8/27/2017,35.5,36.4,2,1,11.12
8/27/2017,35.5,36.4,2,1,11.12
8/27/2017,109.2,107.4,4,1,11.12
8/27/2017,109,107.2,4,1,11.12
8/27/2017,55,52.5,2,1,11.12
8/27/2017,56.6,56.8,2,1,11.12
8/27/2017,39,37.2,2,1,11.12
8/27/2017,58,57.2,2,1,11.12
8/27/2017,65.3,65.1,4,1,11.12
8/27/2017,78,77.3,4,1,11.12
8/27/2017,42.9,43.8,4,1,11.12
8/27/2017,79,84.9,2,1,11.12
8/27/2017,56,56.4,4,1,11.12
8/27/2017,52.8,54.2,4,1,11.12
8/27/2017,52.8,54.2,4,1,11.12
8/27/2017,52.8,54.2,4,1,11.12
8/27/2017,52.8,54.2,4,1,11.12
8/27/2017,52.8,54.2,2,1,11.12
8/27/2017,126,126.4,4,1,11.12
8/27/2017,78.7,79.9,,1,11.12
8/27/2017,49.7,51.6,2,1,11.12
8/27/2017,50,54.2,4,1,11.12
8/27/2017,52.2,56.5,2,1,11.12
8/27/2017,53,52.1,4,1,11.12
8/27/2017,33,31.3,2,1,11.12
8/27/2017,49,48.8,2,1,11.12
8/27/2017,76,74.4,4,1,11.12
8/27/2017,76,74.2,2,1,11.12
8/27/2017,64,65.9,2,1,11.12
8/27/2017,,0,2,1,11.12
8/27/2017,49,55.9,2,1,11.12
8/27/2017,70.3,72.2,1,1,11.12
8/27/2017,54,56.7,2,1,11.12
8/27/2017,55,56.9,4,1,11.12
8/27/2017,111,112.8,2,1,11.12
8/27/2017,44.8,46.9,1,1,11.12
8/27/2017,58,58.3,4,1,11.12
8/27/2017,36.3,38.9,4,1,11.12
8/27/2017,54,55.1,1,1,11.12
8/27/2017,60,53.8,2,1,11.12
8/27/2017,56.5,56.8,2,1,11.12
8/27/2017,51,58.7,2,1,11.12
8/27/2017,79,82.1,4,1,11.12
8/27/2017,53,55.8,2,1,11.12
8/27/2017,72.2,84,4,1,11.12
8/27/2017,48.3,51,4,1,11.12
8/27/2017,51,50.6,0,1,11.12
8/27/2017,50,53.1,2,1,11.12
8/27/2017,110,112.5,0,1,11.12
8/27/2017,109,109,4,1,11.12
8/27/2017,52.6,53.1,4,1,11.12
8/27/2017,55,57.4,4,1,11.12
8/27/2017,109.1,109.5,4,1,11.12
8/27/2017,109,109.3,4,1,11.12
8/27/2017,109,109.2,4,1,11.12
8/27/2017,109,108.9,4,1,11.12
8/27/2017,109,108.6,4,1,11.12
8/27/2017,109,109.2,4,1,11.12
8/27/2017,109,109.1,4,1,11.12
8/27/2017,59.7,59.6,4,1,11.12
8/27/2017,109,109.4,4,1,11.12
8/27/2017,109,108.7,4,1,11.12
8/27/2017,109,108.8,4,1,11.12
8/27/2017,109,108.9,4,1,11.12
8/27/2017,109,109.2,4,1,11.12
8/27/2017,109,109.4,4,1,11.12
8/27/2017,109.1,108.8,4,1,11.12
8/27/2017,109.1,109.8,4,1,11.12
8/27/2017,,44.4,2,1,11.12
8/27/2017,56,57.8,4,1,11.12
8/27/2017,79,79.2,0,1,11.12
8/27/2017,56,57.4,2,1,11.12
8/27/2017,50,51.5,1,1,11.12
8/27/2017,55,57.3,0,1,11.12
8/27/2017,79,80.7,4,1,11.12
8/27/2017,60.5,60.1,0,1,11.12
8/27/2017,59,62.5,2,1,11.12
8/27/2017,57.7,56.3,2,1,11.12
8/27/2017,110.1,111.3,4,1,11.12
8/27/2017,57,59.7,2,1,11.12
8/27/2017,50,51.6,4,1,11.12
8/27/2017,48.5,48,2,1,11.12
8/27/2017,82,86.4,2,1,11.12
8/27/2017,74,74.5,4,1,11.12
8/27/2017,30,29.8,4,1,11.12
8/27/2017,73,73.5,4,1,11.12
8/27/2017,79,79.5,4,1,11.12
8/27/2017,56.1,61.2,4,1,11.12
8/27/2017,50,52.1,2,1,11.12
8/27/2017,69,71.8,4,1,11.12
8/27/2017,70,79.2,4,1,11.12
8/27/2017,55,57.1,4,1,11.12
8/27/2017,20,19,4,1,11.12
8/27/2017,33,33.1,4,1,11.12
8/27/2017,50,53.5,2,1,11.12
8/27/2017,52,53.6,2,1,11.12
8/27/2017,56,57,0,1,11.12
8/27/2017,73.5,72.9,2,1,11.12
8/27/2017,49.5,51.2,,1,11.12
8/27/2017,49.3,46.8,2,1,11.12
8/27/2017,44,43.2,4,1,11.12
8/27/2017,50,52,2,1,11.12
8/27/2017,51,55.6,0,1,11.12
8/27/2017,56.7,58.4,4,1,11.12
8/27/2017,38,43.4,4,1,11.12
8/27/2017,55,57.2,4,1,11.12
8/27/2017,48,46.4,4,1,11.12
8/27/2017,46.3,55.9,2,1,11.12
8/27/2017,61.4,59.7,2,1,11.12
8/27/2017,48.8,50,2,1,11.12
8/27/2017,27.8,31.7,4,1,11.12
8/27/2017,27.8,31.9,4,1,11.12
8/27/2017,27.8,33.6,4,1,11.12
8/27/2017,27.8,33.6,4,1,11.12
8/27/2017,27.8,33.3,4,1,11.12
8/27/2017,27.8,33.3,4,1,11.12
8/27/2017,27.9,32,4,1,11.12
8/27/2017,30,33.5,4,1,11.12
8/27/2017,27.8,31.2,4,1,11.12
8/27/2017,54,54.8,4,1,11.12
8/27/2017,60.6,58.3,4,1,11.12
8/27/2017,60,61.5,4,1,11.12
8/27/2017,110,110.9,4,1,11.12
8/27/2017,110,109.5,2,1,11.12
8/27/2017,104,105.8,4,1,11.12
8/27/2017,75.5,75.9,2,1,11.12
8/27/2017,58.8,58.9,0,1,11.12
8/27/2017,38,39.5,,1,11.12
8/27/2017,53,54.1,4,1,11.12
8/27/2017,38,28.6,4,1,11.12
8/27/2017,74.7,75,0,1,11.12
8/27/2017,78,80.1,0,1,11.12
8/27/2017,48,49.6,0,1,11.12
8/27/2017,53.7,59,4,1,11.12
8/27/2017,50,54.4,4,1,11.12
8/27/2017,78.6,78.5,4,1,11.12
8/27/2017,63,59.7,4,1,11.12
